Name,Location,Mileage,Engine,Seats
Toyota Innova Crysta 2.8 ZX AT,Bangalore,11.36,2755.0,7.0
Skoda Laura Elegance MT,Jaipur,17.5,1896.0,5.0
Hyundai Grand i10 Sportz,Kolkata,18.9,1197.0,5.0
Maruti Swift Dzire VDI,Kolkata,23.4,1248.0,5.0
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,23.0,1396.0,5.0
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,25.83,1498.0,5.0
Maruti Ertiga VDI,Pune,25.47,1248.0,7.0
Maruti Ertiga ZDI,Ahmedabad,20.77,1248.0,7.0
Honda City 1.5 V AT Sunroof,Kochi,16.8,1497.0,5.0
Maruti Alto LXi BSIII,Hyderabad,19.7,796.0,5.0
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,10.91,3198.0,7.0
Maruti Vitara Brezza ZDi Plus,Kochi,24.3,1248.0,5.0
Porsche Boxster S tiptronic,Kolkata,8.6,2706.0,2.0
Maruti Swift ZDi,Pune,22.9,1248.0,5.0
Tata Zest Revotron 1.2 XT,Mumbai,17.57,1193.0,5.0
Hyundai i20 1.2 Sportz Option,Bangalore,17.0,1197.0,5.0
Skoda Fabia 1.4 TDI Active,Mumbai,19.4,1422.0,5.0
Toyota Corolla Altis D-4D J,Kolkata,21.43,1364.0,5.0
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,17.0,1198.0,5.0
Hyundai Creta 1.6 VTVT S,Kochi,15.29,1591.0,5.0
Hyundai i10 Magna 1.2,Kochi,20.36,1197.0,5.0
Chevrolet Beat LS,Kolkata,18.6,1199.0,5.0
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,14.74,2993.0,5.0
Nissan Terrano XL,Mumbai,13.24,1598.0,5.0
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,15.73,1968.0,5.0
Hyundai i10 Asta AT,Mumbai,16.95,1197.0,5.0
Maruti Alto K10 VXI AGS,Pune,24.07,998.0,5.0
Audi Q7 4.2 TDI Quattro Technology,Bangalore,11.33,4134.0,7.0
Maruti Vitara Brezza VDi,Kolkata,24.3,1248.0,5.0
Hyundai EON D Lite Plus,Hyderabad,21.1,814.0,5.0
Mahindra XUV300 W8 Diesel,Chennai,20.0,1497.0,5.0
Hyundai Verna CRDi 1.6 SX Option,Kochi,22.0,1582.0,5.0
Maruti Wagon R VXI,Kolkata,18.9,998.0,5.0
Hyundai i20 Sportz Option,Chennai,17.0,1197.0,5.0
Honda City i VTEC V,Delhi,17.4,1497.0,5.0
Toyota Innova 2.5 V Diesel 7-seater,Chennai,12.8,2494.0,7.0
Hyundai Verna CRDi SX,Pune,16.8,1493.0,5.0
Tata Hexa XT,Delhi,17.6,2179.0,7.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,12.07,2967.0,7.0
Maruti Wagon R VXI,Coimbatore,18.9,998.0,5.0
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,17.09,1995.0,5.0
Honda Amaze EX i-Vtech,Kolkata,18.0,1198.0,5.0
Maruti Alto 800 2016-2019 LXI,Mumbai,24.7,796.0,5.0
Hyundai Verna 1.6 SX VTVT,Mumbai,17.01,1591.0,5.0
Tata Tiago 1.2 Revotron XZ,Coimbatore,23.84,1199.0,5.0
Maruti Swift LXI,Pune,18.6,1197.0,5.0
Hyundai EON Era,Jaipur,21.1,814.0,5.0
Mercedes-Benz E-Class E 220 d,Kochi,12.6,1950.0,5.0
Hyundai i20 Magna 1.4 CRDi,Hyderabad,22.54,1396.0,5.0
Toyota Etios VD,Chennai,23.59,1364.0,5.0
Toyota Corolla Altis Diesel D4DG,Coimbatore,21.43,1364.0,5.0
Mini Cooper 5 DOOR D,Ahmedabad,20.7,1496.0,5.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,20.14,1498.0,5.0
Skoda Superb Elegance 1.8 TSI AT,Pune,13.7,1798.0,5.0
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,10.0,2148.0,5.0
Maruti Swift VDi BSIII W/ ABS,Pune,17.8,1248.0,5.0
Honda City i VTEC CVT VX,Kochi,18.0,1497.0,5.0
BMW 7 Series 2007-2012 740Li,Pune,8.45,2979.0,5.0
Hyundai i10 Magna AT,Bangalore,19.2,1197.0,5.0
Maruti Swift Dzire VDI,Kolkata,26.59,1248.0,5.0
Honda City i DTec VX,Coimbatore,26.0,1498.0,5.0
Maruti Omni 8 Seater BSIV,Coimbatore,14.0,796.0,5.0
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,17.2,1968.0,5.0
Maruti Ertiga SHVS VDI,Ahmedabad,24.52,1248.0,7.0
Hyundai Grand i10 CRDi Magna,Kochi,24.0,1120.0,5.0
Maruti Ciaz VDi Plus SHVS,Jaipur,28.09,1248.0,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,19.27,2143.0,5.0
Fiat Avventura MULTIJET Emotion,Mumbai,20.5,1248.0,5.0
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,10.93,2497.0,5.0
Volkswagen Vento Petrol Highline,Pune,15.04,1598.0,5.0
BMW 3 Series 320d Luxury Line,Jaipur,18.88,1995.0,5.0
BMW 5 Series 2013-2017 530d M Sport,Bangalore,14.69,2993.0,5.0
Hyundai Grand i10 1.2 Kappa Magna,Delhi,18.9,1197.0,5.0
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,11.36,2755.0,7.0
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,19.6,1461.0,5.0
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,18.0,1248.0,5.0
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,12.3,1796.0,5.0
Mahindra XUV500 W8 4WD,Coimbatore,15.1,2179.0,7.0
Mahindra Bolero ZLX,Mumbai,15.96,2523.0,7.0
Maruti Vitara Brezza ZDi,Coimbatore,24.3,1248.0,5.0
Fiat Avventura MULTIJET Emotion,Pune,20.5,1248.0,5.0
Honda Amaze S Petrol,Kochi,19.5,1199.0,5.0
Skoda Superb Elegance 1.8 TSI AT,Mumbai,13.7,1798.0,5.0
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,14.74,2993.0,5.0
Maruti Wagon R VXI BSIII,Chennai,18.9,998.0,5.0
Toyota Corolla Altis VL,Mumbai,14.53,1798.0,5.0
Maruti Swift VXi BSIV,Delhi,16.1,1197.0,5.0
Volkswagen Polo 1.2 MPI Highline,Bangalore,16.47,1198.0,5.0
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,18.9,1197.0,5.0
Maruti SX4 ZDI,Chennai,21.5,1248.0,5.0
Hyundai Grand i10 1.2 Kappa Magna,Kochi,18.9,1197.0,5.0
Maruti Baleno Delta 1.2,Delhi,21.4,1197.0,5.0
Tata Tigor 1.2 Revotron XTA,Ahmedabad,20.3,1199.0,5.0
Maruti Swift Dzire AMT ZDI,Jaipur,26.59,1248.0,5.0
Tata Indica GLS BS IV,Pune,15.3,1193.0,5.0
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,22.7,1598.0,5.0
Maruti Swift VXI BSIII,Ahmedabad,16.1,1298.0,5.0
Hyundai Xcent 1.2 Kappa SX,Kolkata,19.1,1197.0,5.0
Hyundai i20 1.2 Magna,Ahmedabad,18.5,1197.0,5.0
Maruti Celerio VXI AT,Hyderabad,23.1,998.0,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,14.84,2143.0,5.0
Maruti Swift Dzire VXi,Mumbai,17.5,1298.0,5.0
Volkswagen Vento Petrol Trendline,Mumbai,15.04,1598.0,5.0
Maruti Swift ZDi,Hyderabad,25.2,1248.0,5.0
Toyota Corolla Altis VL,Delhi,14.53,1798.0,5.0
Honda Civic 2006-2010 1.8 V MT,Delhi,13.5,1799.0,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,16.05,1499.0,5.0
Fiat Linea Emotion Pack (Diesel),Pune,19.0,1248.0,5.0
Hyundai i10 Era,Jaipur,19.81,1086.0,5.0
Volvo XC60 D5 Inscription,Kochi,11.2,2400.0,5.0
Hyundai i20 1.2 Asta,Jaipur,18.6,1197.0,5.0
Honda City i DTEC S,Ahmedabad,26.0,1498.0,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,12.99,2494.0,8.0
Renault KWID RXT,Chennai,25.17,799.0,5.0
Maruti A-Star Vxi,Hyderabad,19.0,998.0,5.0
Mercedes-Benz B Class B180,Kochi,14.8,1595.0,5.0
Maruti Wagon R LXI BS IV,Kolkata,18.9,998.0,5.0
Maruti Swift VDI BSIV,Jaipur,25.2,1248.0,5.0
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,17.0,1591.0,5.0
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,22.0,1582.0,5.0
Honda City V MT,Chennai,16.8,1497.0,5.0
Hyundai i10 Magna Optional 1.1L,Kolkata,16.0,1086.0,5.0
Toyota Etios GD SP,Coimbatore,23.59,1364.0,5.0
Volvo S60 D4 Momentum,Hyderabad,27.03,1969.0,5.0
Ford Figo Diesel EXI,Kolkata,20.0,1399.0,5.0
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,13.0,2987.0,5.0
BMW 3 Series 320d Luxury Line,Chennai,22.69,1995.0,5.0
Maruti Alto 800 VXI,Pune,22.74,796.0,5.0
Toyota Innova Crysta 2.4 VX MT,Hyderabad,13.68,2393.0,7.0
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,18.78,999.0,5.0
Nissan Terrano XL,Mumbai,13.24,1598.0,5.0
Mitsubishi Pajero Sport 4X4,Mumbai,13.5,2477.0,7.0
Honda Civic 2010-2013 1.8 S MT,Mumbai,14.8,1799.0,5.0
Maruti Alto 800 LXI,Kolkata,22.74,796.0,5.0
Volkswagen Vento Diesel Highline,Coimbatore,20.54,1598.0,5.0
Land Rover Freelander 2 HSE,Hyderabad,12.35,2179.0,5.0
Honda CR-V 2.0L 2WD MT,Mumbai,13.7,1997.0,5.0
Maruti Ertiga VDI,Mumbai,20.77,1248.0,7.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,12.99,2494.0,7.0
Tata Manza Aura Safire,Kolkata,15.0,1368.0,5.0
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,12.07,2967.0,7.0
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,17.1,1591.0,5.0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,21.5,1498.0,5.0
Honda City 1.5 S MT,Jaipur,17.0,1497.0,5.0
Ford Figo Diesel Titanium,Mumbai,20.0,1399.0,5.0
Honda Jazz 1.2 VX i VTEC,Mumbai,18.7,1199.0,5.0
Volkswagen Polo Petrol Highline 1.2L,Bangalore,16.47,1198.0,5.0
Honda City i-VTEC S,Delhi,17.4,1497.0,5.0
Honda City ZX GXi,Mumbai,17.7,1497.0,5.0
Honda CR-V 2.4L 4WD AT AVN,Kolkata,12.0,2354.0,5.0
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,18.12,1995.0,5.0
Ambassador Classic Nova Diesel,Chennai,12.8,1489.0,5.0
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,12.05,2179.0,8.0
Volkswagen Vento Diesel Comfortline,Kolkata,20.54,1598.0,5.0
Maruti Zen VX,Jaipur,17.3,993.0,5.0
Maruti 800 DX BSII,Jaipur,16.1,796.0,4.0
Toyota Corolla Altis 1.8 VL CVT,Delhi,14.28,1798.0,5.0
BMW 3 Series 328i Sport Line,Pune,14.59,1997.0,5.0
Ford Ikon 1.3 Flair,Chennai,13.8,1299.0,5.0
Chevrolet Beat LT,Pune,18.6,1199.0,5.0
Toyota Corolla Altis 1.4 DG,Ahmedabad,21.43,1364.0,5.0
Mahindra XUV500 W4,Bangalore,16.0,2179.0,7.0
Hyundai Xcent 1.1 CRDi Base,Mumbai,24.4,1120.0,5.0
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,13.0,2143.0,5.0
Hyundai i10 Sportz,Pune,20.36,1197.0,5.0
Toyota Corolla Altis VL AT,Mumbai,14.28,1798.0,5.0
Toyota Corolla 1.8 J,Kolkata,14.53,1798.0,5.0
Audi Q3 2.0 TDI Quattro,Hyderabad,17.32,1968.0,5.0
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,21.9,1396.0,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,19.27,2143.0,5.0
Maruti Ritz VDi,Pune,21.1,1248.0,5.0
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,19.67,1582.0,5.0
Jaguar XE 2.0L Diesel Prestige,Delhi,13.6,1999.0,5.0
Mahindra Xylo D4,Chennai,14.95,2489.0,7.0
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,12.99,2494.0,7.0
Toyota Camry 2.5 Hybrid,Pune,19.16,2494.0,5.0
Audi Q5 3.0 TDI Quattro,Coimbatore,13.22,2967.0,5.0
Maruti Swift VDI,Kochi,28.4,1248.0,5.0
Maruti Ertiga VDI Limited Edition,Chennai,20.77,1248.0,7.0
Maruti Swift VXi BSIV,Chennai,16.1,1197.0,5.0
Hyundai i10 Sportz,Kochi,20.36,1197.0,5.0
Hyundai i10 Sportz,Delhi,20.36,1197.0,5.0
Maruti Baleno Sigma 1.2,Kochi,21.4,1197.0,5.0
Hyundai Accent Executive,Jaipur,16.36,1495.0,5.0
Honda Brio S MT,Ahmedabad,19.4,1198.0,5.0
Maruti Swift ZDi,Hyderabad,22.9,1248.0,5.0
Hyundai Xcent 1.2 VTVT S,Bangalore,20.14,1197.0,5.0
Mahindra XUV500 W8 2WD,Kolkata,16.0,2179.0,7.0
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,13.0,2143.0,5.0
Land Rover Freelander 2 TD4 S,Bangalore,0.0,2179.0,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,19.27,2143.0,5.0
Hyundai i20 Asta 1.4 CRDi,Kochi,21.27,1396.0,5.0
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,19.3,1968.0,5.0
Honda City 1.5 S MT,Mumbai,17.0,1497.0,5.0
Toyota Fortuner 4x2 AT,Kochi,12.55,2982.0,7.0
Audi Q3 2.0 TDI Quattro,Kolkata,17.32,1968.0,5.0
Maruti Alto K10 2010-2014 VXI,Hyderabad,20.92,998.0,5.0
Tata Indigo eCS LX BSIV,Chennai,23.03,1396.0,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,17.11,1968.0,5.0
Honda City i-VTEC CVT VX,Kochi,18.0,1497.0,5.0
Toyota Fortuner 2.8 2WD MT,Ahmedabad,14.24,2755.0,7.0
Hyundai Grand i10 Sportz,Ahmedabad,18.9,1197.0,5.0
Maruti Eeco 7 Seater Standard,Hyderabad,15.1,1196.0,7.0
Volkswagen Polo Petrol Highline 1.2L,Bangalore,16.47,1198.0,5.0
Maruti Wagon R LXI Minor,Jaipur,18.9,1061.0,5.0
Honda City 1.5 V MT,Bangalore,17.0,1497.0,5.0
Honda Civic 2010-2013 1.8 S MT,Mumbai,14.8,1799.0,5.0
Honda City 1.5 EXI,Pune,13.0,1493.0,5.0
Hyundai i20 1.2 Magna,Kolkata,18.5,1197.0,5.0
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,24.0,1120.0,5.0
Volkswagen Vento Petrol Highline AT,Pune,14.4,1598.0,5.0
Hyundai i10 Sportz 1.2,Kolkata,20.36,1197.0,5.0
Hyundai i20 Asta,Kolkata,17.0,1197.0,5.0
Chevrolet Beat LS,Pune,18.6,1199.0,5.0
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,22.07,1199.0,5.0
Ford Figo Petrol LXI,Hyderabad,15.6,1196.0,5.0
Audi TT 2.0 TFSI,Kochi,9.9,1984.0,2.0
Honda City i DTEC VX,Jaipur,25.1,1498.0,5.0
Ford Figo Diesel Titanium,Hyderabad,20.0,1399.0,5.0
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,12.99,2494.0,7.0
Maruti Ciaz 1.4 AT Alpha,Delhi,19.12,1373.0,5.0
Hyundai Grand i10 AT Asta,Mumbai,18.9,1197.0,5.0
Honda City 1.3 DX,Delhi,12.8,1497.0,5.0
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,18.88,999.0,5.0
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,14.7,1798.0,5.0
Fiat Linea Emotion (Diesel),Kolkata,20.4,1248.0,5.0
Maruti Swift Lxi BSIII,Jaipur,16.1,1298.0,5.0
Land Rover Discovery 4 TDV6 SE,Delhi,11.8,2993.0,7.0
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,12.8,2494.0,7.0
Maruti Swift LDI,Mumbai,28.4,1248.0,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,17.68,1968.0,5.0
BMW 5 Series 520d Luxury Line,Coimbatore,22.48,1995.0,5.0
Hyundai i20 Magna Optional 1.2,Delhi,18.5,1197.0,5.0
BMW X1 M Sport sDrive 20d,Mumbai,17.05,1995.0,5.0
Toyota Etios G,Delhi,17.6,1496.0,5.0
Tata Indigo LX,Ahmedabad,17.0,1405.0,5.0
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,0.0,2987.0,5.0
Volkswagen Beetle 2.0,Mumbai,10.98,1984.0,4.0
Volkswagen Polo GT TDI,Hyderabad,19.7,1598.0,5.0
Hyundai Grand i10 CRDi Magna,Delhi,24.0,1120.0,5.0
Maruti Swift VDI BSIV,Delhi,25.2,1248.0,5.0
Hyundai Verna CRDi 1.4 E,Chennai,24.0,1396.0,5.0
BMW 5 Series 2003-2012 525d,Mumbai,16.73,1995.0,5.0
Honda City 1.5 S MT,Bangalore,17.0,1497.0,5.0
Audi A4 2.0 TDI,Delhi,16.55,1968.0,5.0
Fiat Linea Classic Plus 1.3 Multijet,Jaipur,19.5,1248.0,5.0
Honda City 1.3 EXI,Ahmedabad,13.0,1343.0,5.0
BMW 3 Series 320d Luxury Line,Kochi,22.69,1995.0,5.0
Ford Fiesta 1.4 Duratec EXI,Chennai,16.6,1388.0,5.0
Tata Nano XTA,Coimbatore,21.9,624.0,4.0
Maruti Ignis 1.2 Delta,Coimbatore,20.89,1197.0,5.0
Maruti Swift Dzire ZXi,Coimbatore,17.5,1298.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,22.7,1498.0,5.0
Maruti Swift 1.3 ZXI,Hyderabad,16.1,1497.0,5.0
Maruti Swift Dzire VXI,Coimbatore,19.1,1197.0,5.0
Hyundai i10 Sportz AT,Kochi,16.95,1197.0,5.0
Mahindra XUV500 W6 2WD,Coimbatore,15.1,2179.0,7.0
Hyundai i20 Magna 1.4 CRDi,Delhi,22.54,1396.0,5.0
Hyundai i20 Asta 1.4 CRDi,Chennai,21.27,1396.0,5.0
BMW 7 Series 730Ld,Mumbai,16.46,2993.0,5.0
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,14.3,1598.0,5.0
Audi Q7 45 TDI Quattro Technology,Mumbai,14.75,2967.0,7.0
Honda City i VTEC VX,Kochi,17.4,1497.0,5.0
Hyundai Xcent 1.2 Kappa SX,Mumbai,19.1,1197.0,5.0
Honda City i DTec E,Coimbatore,26.0,1498.0,5.0
Honda Brio S Option MT,Pune,18.4,1198.0,5.0
Maruti Ciaz ZDi Plus SHVS,Jaipur,28.09,1248.0,5.0
Maruti Swift Dzire VDI Optional,Pune,26.59,1248.0,5.0
Honda CR-V 2.4L 4WD AT,Pune,11.1,2354.0,5.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,14.53,1794.0,5.0
Honda City 1.5 V MT,Coimbatore,17.0,1497.0,5.0
Mahindra Scorpio LX BS IV,Bangalore,12.05,2179.0,9.0
Skoda Laura 1.8 TSI Ambiente,Delhi,13.4,1798.0,5.0
BMW 3 Series 320d Sport Line,Hyderabad,18.88,1995.0,5.0
Maruti SX4 Zxi BSIII,Chennai,15.0,1586.0,5.0
Maruti Ciaz VXi Plus,Kochi,20.73,1373.0,5.0
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,10.2,4367.0,7.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,12.99,2494.0,7.0
Hyundai Santro Xing GL,Kochi,0.0,1086.0,5.0
Hyundai Santa Fe 4WD AT,Chennai,13.01,2199.0,7.0
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,11.74,1796.0,5.0
Maruti Alto LXi,Coimbatore,19.7,796.0,5.0
Maruti Alto 800 2016-2019 LXI,Kolkata,24.7,796.0,5.0
Nissan Sunny 2011-2014 XV,Pune,16.95,1498.0,5.0
Maruti Alto 800 2016-2019 VXI,Mumbai,24.7,796.0,5.0
Maruti Alto K10 VXI,Kolkata,24.07,998.0,5.0
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,18.9,1197.0,5.0
Honda Mobilio S i DTEC,Kolkata,24.2,1498.0,7.0
Tata Manza Aqua Quadrajet,Jaipur,18.8,1248.0,5.0
Chevrolet Optra Magnum 2.0 LT,Pune,16.52,1991.0,5.0
Honda City i VTEC CVT VX,Kochi,18.0,1497.0,5.0
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,18.9,1197.0,5.0
Hyundai Verna CRDi 1.6 SX,Hyderabad,22.0,1582.0,5.0
Nissan Micra XL,Kolkata,18.44,1198.0,5.0
Hyundai Verna 1.6 SX,Jaipur,22.32,1582.0,5.0
Hyundai Creta 1.6 VTVT E Plus,Bangalore,15.29,1591.0,5.0
Maruti Wagon R VXI BS IV,Jaipur,20.51,998.0,5.0
Honda Accord 2.4 Elegance A/T,Chennai,10.2,2354.0,5.0
Honda City 1.5 S AT,Bangalore,16.8,1497.0,5.0
Maruti Baleno Alpha 1.3,Delhi,27.39,1248.0,5.0
Honda City i DTec V,Coimbatore,26.0,1498.0,5.0
Hyundai i20 Era 1.4 CRDi,Kochi,22.54,1396.0,5.0
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,13.0,2987.0,5.0
Nissan Terrano XV 110 PS,Kochi,19.01,1461.0,5.0
Renault Duster 110PS Diesel RxZ AMT,Bangalore,19.6,1461.0,5.0
Maruti Wagon R LXI Minor,Pune,18.9,998.0,5.0
Hyundai Getz 1.5 CRDi GVS,Jaipur,17.1,1493.0,5.0
Maruti Ritz LXi,Mumbai,18.5,1197.0,5.0
Honda City 1.5 GXI,Pune,0.0,1497.0,5.0
BMW 5 Series 520d Sport Line,Kochi,22.48,1995.0,5.0
Volkswagen Polo 1.2 MPI Highline,Hyderabad,16.47,1198.0,5.0
Ford Figo Petrol ZXI,Mumbai,15.6,1196.0,5.0
BMW 3 Series 320d Luxury Line,Hyderabad,18.88,1995.0,5.0
Hyundai Verna 1.6 SX CRDi (O),Delhi,22.32,1582.0,5.0
Renault Duster 85PS Diesel RxL,Coimbatore,20.45,1461.0,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,18.9,1197.0,5.0
BMW X1 sDrive20d,Bangalore,17.05,1995.0,5.0
Maruti Ritz VDi,Pune,21.1,1248.0,5.0
Hyundai i10 Era 1.1 iTech SE,Jaipur,19.81,1086.0,5.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,15.97,2993.0,7.0
Honda City V MT Exclusive,Kochi,16.8,1497.0,5.0
Mahindra Ssangyong Rexton RX7,Delhi,11.18,2696.0,7.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,22.7,1498.0,5.0
Maruti Alto LXi,Coimbatore,19.7,796.0,5.0
Volkswagen Polo 1.2 MPI Highline,Mumbai,16.47,1198.0,5.0
Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,22.07,1199.0,5.0
Volkswagen Polo Diesel Highline 1.2L,Kolkata,22.07,1199.0,5.0
Maruti Ertiga ZDI,Kolkata,20.77,1248.0,7.0
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,22.77,1498.0,5.0
Toyota Innova Crysta 2.8 ZX AT,Kolkata,11.36,2755.0,7.0
BMW 5 Series 523i Sedan,Mumbai,10.8,2497.0,5.0
Maruti Swift Dzire Tour LDI,Kolkata,23.4,1248.0,5.0
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,18.88,999.0,5.0
Hyundai Verna CRDi SX,Ahmedabad,16.8,1493.0,5.0
Tata Zest Revotron 1.2T XM,Mumbai,17.57,1193.0,5.0
Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,14.4,2967.0,5.0
Tata Indica Vista Quadrajet VX,Pune,22.3,1248.0,5.0
Maruti Swift Dzire VDI,Delhi,26.59,1248.0,5.0
Fiat Linea Emotion,Kolkata,16.0,1368.0,5.0
Hyundai i20 1.2 Spotz,Mumbai,18.6,1197.0,5.0
Hyundai EON Era Plus,Kolkata,21.1,814.0,5.0
Mercedes-Benz GLA Class 200 CDI SPORT,Pune,17.9,2143.0,5.0
Maruti Celerio VXI,Delhi,23.1,998.0,5.0
Chevrolet Beat LT,Mumbai,17.8,1199.0,5.0
Honda Jazz 1.2 V AT i VTEC Privilege,Pune,19.0,1199.0,5.0
BMW 3 Series 320d Highline,Mumbai,16.07,1995.0,5.0
Renault Duster 110PS Diesel RxL,Bangalore,19.01,1461.0,5.0
Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,17.01,1499.0,5.0
Toyota Innova Crysta 2.4 VX MT,Kochi,13.68,2393.0,7.0
Chevrolet Beat Diesel LS,Kochi,25.44,936.0,5.0
Volkswagen Polo GTI,Chennai,17.21,1798.0,4.0
Ford Endeavour 3.2 Trend AT 4X4,Kochi,10.91,3198.0,7.0
Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,22.32,1582.0,5.0
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,18.16,1196.0,5.0
Maruti 800 AC,Jaipur,16.1,796.0,4.0
Honda City i DTEC V,Kolkata,26.0,1498.0,5.0
Mahindra XUV500 W8 2WD,Mumbai,16.0,2179.0,7.0
Ford Figo Diesel ZXI,Chennai,20.0,1399.0,5.0
Ford EcoSport 1.5 Petrol Titanium,Pune,17.0,1497.0,5.0
Hyundai i20 Asta 1.2,Mumbai,18.6,1197.0,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,12.99,2494.0,7.0
Renault Duster 85PS Diesel RxL Optional,Mumbai,20.46,1461.0,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,12.99,2494.0,8.0
Honda City 1.5 S MT,Delhi,17.0,1497.0,5.0
Maruti Alto K10 VXI,Hyderabad,24.07,998.0,5.0
Nissan Micra Active XL Petrol,Kochi,19.49,1198.0,5.0
Maruti Celerio VXI AT,Chennai,23.1,998.0,5.0
Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,11.7,1796.0,5.0
Ford Fiesta Diesel Style,Chennai,23.5,1498.0,5.0
Hyundai Verna 1.6 VTVT S,Jaipur,17.01,1591.0,5.0
Hyundai i20 1.4 Asta (AT),Chennai,15.0,1396.0,5.0
Maruti Swift Dzire VXi,Chennai,17.5,1298.0,5.0
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,14.84,2143.0,5.0
Hyundai Elite i20 Petrol Asta,Kochi,18.6,1197.0,5.0
Hyundai Verna 1.6 VTVT EX AT,Kochi,17.01,1591.0,5.0
Chevrolet Cruze LTZ,Kochi,17.3,1998.0,5.0
Toyota Corolla Altis 1.8 G,Mumbai,14.28,1798.0,5.0
